Date,Department,Expense_Category,Expense_Amount
13-07-2024,Supply Chain,Logistics,12921
27-09-2024,Supply Chain,Salaries,183661
21-07-2024,Admin,Advertising,75217
28-03-2024,Finance,Logistics,198821
16-07-2024,Supply Chain,Logistics,54187
29-11-2024,Supply Chain,Salaries,51685
17-03-2024,Marketing,Trade Promotion,72285
27-03-2024,Sales,Office Expenses,84390
06-03-2024,Finance,Office Expenses,167805
24-08-2024,Finance,Salaries,3963
10-08-2024,Marketing,Trade Promotion,160960
28-11-2024,Admin,Logistics,197233
28-09-2024,Marketing,Logistics,91576
05-05-2024,Admin,Advertising,135370
17-11-2024,Sales,Advertising,89128
17-12-2024,Marketing,Trade Promotion,77636
06-03-2024,Finance,Salaries,99062
16-09-2024,Supply Chain,Salaries,167811
31-08-2024,Sales,Advertising,56695
04-01-2024,Marketing,Office Expenses,181667
28-11-2024,Finance,Trade Promotion,17824
13-09-2024,Finance,Salaries,190514
03-07-2024,Finance,Logistics,183065
07-03-2024,Supply Chain,Logistics,56444
07-03-2024,Finance,Salaries,68631
06-04-2024,Supply Chain,Trade Promotion,130438
14-01-2024,Marketing,Office Expenses,131404
10-01-2024,Admin,Office Expenses,139175
08-12-2024,Sales,Salaries,129186
15-05-2024,Sales,Trade Promotion,28871
01-01-2024,Marketing,Office Expenses,185397
14-02-2024,Marketing,Salaries,194061
13-12-2024,Finance,Advertising,180926
24-11-2024,Finance,Advertising,101749
11-01-2024,Marketing,Office Expenses,1061
05-03-2024,Sales,Trade Promotion,167597
28-06-2024,Marketing,Office Expenses,194582
07-03-2024,Finance,Trade Promotion,136807
02-08-2024,Marketing,Office Expenses,192270
27-10-2024,Finance,Logistics,110382
16-05-2024,Sales,Advertising,131899
16-08-2024,Admin,Advertising,88376
26-07-2024,Sales,Trade Promotion,21000
14-02-2024,Supply Chain,Office Expenses,33562
23-03-2024,Finance,Advertising,131092
19-01-2024,Marketing,Salaries,191497
19-08-2024,Marketing,Office Expenses,29718
10-05-2024,Finance,Trade Promotion,141267
20-05-2024,Supply Chain,Trade Promotion,113332
26-01-2024,Finance,Salaries,168972
10-07-2024,Marketing,Logistics,107356
30-05-2024,Admin,Advertising,163532
14-04-2024,Supply Chain,Logistics,83050
26-08-2024,Marketing,Trade Promotion,176555
12-09-2024,Sales,Trade Promotion,28284
29-07-2024,Supply Chain,Office Expenses,132538
16-07-2024,Finance,Trade Promotion,56253
14-08-2024,Sales,Advertising,82991
02-11-2024,Admin,Advertising,192605
04-05-2024,Admin,Trade Promotion,146718
06-01-2024,Finance,Logistics,139477
17-01-2024,Finance,Office Expenses,144170
05-03-2024,Sales,Trade Promotion,154151
20-06-2024,Marketing,Office Expenses,7865
12-11-2024,Supply Chain,Salaries,1257
04-04-2024,Supply Chain,Salaries,49416
23-08-2024,Sales,Salaries,111118
16-01-2024,Finance,Salaries,15912
14-07-2024,Finance,Salaries,24744
14-05-2024,Marketing,Logistics,51491
23-01-2024,Admin,Logistics,186360
08-03-2024,Admin,Logistics,19252
27-05-2024,Sales,Trade Promotion,112712
23-11-2024,Sales,Salaries,130114
12-06-2024,Admin,Office Expenses,145697
19-12-2024,Marketing,Salaries,167814
01-05-2024,Marketing,Trade Promotion,14317
08-03-2024,Sales,Trade Promotion,127334
08-10-2024,Supply Chain,Trade Promotion,6682
04-02-2024,Supply Chain,Logistics,14233
22-02-2024,Admin,Office Expenses,9898
22-09-2024,Finance,Salaries,30788
10-03-2024,Finance,Trade Promotion,22303
30-08-2024,Supply Chain,Salaries,63602
15-09-2024,Marketing,Salaries,62657
05-12-2024,Admin,Logistics,46923
28-10-2024,Sales,Salaries,10222
01-12-2024,Finance,Advertising,145382
04-01-2024,Supply Chain,Office Expenses,130057
22-10-2024,Finance,Advertising,62318
08-02-2024,Marketing,Logistics,8888
24-05-2024,Marketing,Salaries,176395
21-04-2024,Finance,Office Expenses,185296
29-01-2024,Marketing,Office Expenses,117122
16-09-2024,Sales,Salaries,82733
22-08-2024,Sales,Trade Promotion,115247
19-07-2024,Supply Chain,Salaries,117495
21-07-2024,Admin,Advertising,118383
16-11-2024,Marketing,Office Expenses,182248
24-05-2024,Admin,Salaries,85432
10-07-2024,Finance,Advertising,90819
09-04-2024,Supply Chain,Trade Promotion,157245
29-10-2024,Marketing,Trade Promotion,66567
18-01-2024,Sales,Trade Promotion,5147
22-11-2024,Finance,Trade Promotion,71246
02-06-2024,Sales,Logistics,57150
06-10-2024,Finance,Logistics,172367
15-10-2024,Sales,Logistics,80452
30-03-2024,Sales,Trade Promotion,93525
11-10-2024,Supply Chain,Trade Promotion,99537
09-12-2024,Supply Chain,Office Expenses,7390
22-06-2024,Marketing,Salaries,62837
13-12-2024,Sales,Salaries,121952
25-01-2024,Admin,Logistics,130193
10-08-2024,Finance,Salaries,76973
10-06-2024,Marketing,Logistics,44110
14-04-2024,Supply Chain,Salaries,8027
23-11-2024,Finance,Office Expenses,180830
09-10-2024,Finance,Trade Promotion,143413
11-05-2024,Supply Chain,Advertising,152708
16-03-2024,Marketing,Office Expenses,186832
31-07-2024,Admin,Salaries,72728
20-01-2024,Admin,Advertising,3828
30-10-2024,Supply Chain,Advertising,63883
29-06-2024,Finance,Advertising,136719
14-11-2024,Supply Chain,Trade Promotion,191578
10-08-2024,Finance,Office Expenses,114426
25-07-2024,Sales,Logistics,42537
21-04-2024,Finance,Trade Promotion,115731
13-12-2024,Sales,Trade Promotion,157855
06-12-2024,Finance,Logistics,75707
06-04-2024,Sales,Advertising,132222
04-11-2024,Marketing,Advertising,9470
10-06-2024,Admin,Salaries,43169
28-07-2024,Sales,Advertising,122174
14-03-2024,Finance,Salaries,189911
04-12-2024,Sales,Logistics,134292
29-08-2024,Finance,Advertising,172962
29-04-2024,Admin,Trade Promotion,51139
26-02-2024,Marketing,Salaries,15688
12-01-2024,Sales,Office Expenses,52084
29-04-2024,Finance,Trade Promotion,22102
09-12-2024,Admin,Advertising,27882
09-01-2024,Supply Chain,Advertising,130753
21-06-2024,Supply Chain,Salaries,123489
29-04-2024,Sales,Office Expenses,34482
07-08-2024,Admin,Office Expenses,160047
14-08-2024,Sales,Logistics,72664
26-10-2024,Finance,Advertising,150616
17-02-2024,Finance,Logistics,140779
27-08-2024,Supply Chain,Salaries,99662
19-01-2024,Finance,Advertising,52472
07-12-2024,Finance,Logistics,16380
28-07-2024,Sales,Logistics,173999
22-12-2024,Supply Chain,Salaries,133222
30-06-2024,Marketing,Salaries,53164
16-03-2024,Finance,Office Expenses,152391
24-11-2024,Supply Chain,Trade Promotion,119453
09-01-2024,Marketing,Salaries,4920
15-02-2024,Marketing,Salaries,86427
30-08-2024,Supply Chain,Advertising,55791
27-08-2024,Sales,Office Expenses,57357
20-08-2024,Supply Chain,Salaries,153892
31-01-2024,Marketing,Logistics,124441
01-07-2024,Marketing,Logistics,45392
19-04-2024,Marketing,Office Expenses,93024
04-07-2024,Supply Chain,Office Expenses,197371
29-08-2024,Finance,Advertising,104566
24-12-2024,Marketing,Salaries,109211
09-02-2024,Supply Chain,Salaries,88850
17-05-2024,Sales,Logistics,44612
13-09-2024,Finance,Logistics,141513
06-10-2024,Admin,Trade Promotion,168197
04-03-2024,Sales,Office Expenses,8951
30-10-2024,Finance,Office Expenses,170462
03-04-2024,Sales,Salaries,94776
01-11-2024,Admin,Trade Promotion,163932
15-09-2024,Marketing,Advertising,42809
30-08-2024,Sales,Office Expenses,86752
23-12-2024,Sales,Salaries,13918
25-01-2024,Finance,Salaries,49491
25-02-2024,Supply Chain,Salaries,104449
10-02-2024,Finance,Logistics,166642
05-07-2024,Supply Chain,Salaries,150613
21-07-2024,Admin,Trade Promotion,177306
09-09-2024,Finance,Trade Promotion,184989
15-04-2024,Sales,Advertising,72063
23-08-2024,Admin,Logistics,124225
06-05-2024,Finance,Trade Promotion,81989
20-11-2024,Marketing,Salaries,145754
03-09-2024,Admin,Advertising,84924
20-12-2024,Marketing,Logistics,73607
10-11-2024,Finance,Trade Promotion,109137
26-11-2024,Finance,Office Expenses,73866
06-06-2024,Finance,Advertising,163142
15-10-2024,Supply Chain,Advertising,149594
22-10-2024,Admin,Logistics,73826
25-03-2024,Admin,Advertising,91922
01-09-2024,Marketing,Logistics,60189
22-01-2024,Marketing,Office Expenses,27811
01-06-2024,Marketing,Logistics,41865
07-04-2024,Admin,Advertising,189881
16-09-2024,Marketing,Trade Promotion,125769
24-09-2024,Sales,Advertising,20831
11-05-2024,Finance,Advertising,117625
30-05-2024,Marketing,Logistics,76376
16-07-2024,Sales,Logistics,84621
09-11-2024,Marketing,Advertising,64036
26-12-2024,Finance,Trade Promotion,189355
28-04-2024,Sales,Advertising,158911
04-02-2024,Finance,Advertising,17065
09-11-2024,Supply Chain,Salaries,84684
29-08-2024,Finance,Trade Promotion,11132
18-09-2024,Admin,Advertising,166311
27-03-2024,Finance,Office Expenses,191717
03-09-2024,Supply Chain,Trade Promotion,105819
13-07-2024,Marketing,Trade Promotion,35779
18-02-2024,Admin,Trade Promotion,92231
25-07-2024,Supply Chain,Trade Promotion,5164
15-10-2024,Finance,Logistics,3813
25-08-2024,Supply Chain,Trade Promotion,134312
01-03-2024,Marketing,Logistics,110155
25-09-2024,Admin,Trade Promotion,16838
20-05-2024,Sales,Office Expenses,152813
05-07-2024,Supply Chain,Salaries,117535
28-01-2024,Supply Chain,Logistics,185108
17-03-2024,Finance,Salaries,41544
24-12-2024,Admin,Logistics,11121
06-06-2024,Sales,Logistics,96305
15-08-2024,Supply Chain,Trade Promotion,163807
16-09-2024,Sales,Advertising,82893
13-01-2024,Sales,Trade Promotion,52265
22-07-2024,Marketing,Advertising,2414
18-02-2024,Finance,Trade Promotion,105535
24-01-2024,Sales,Trade Promotion,197298
03-02-2024,Finance,Office Expenses,106420
15-06-2024,Marketing,Office Expenses,175675
14-05-2024,Sales,Office Expenses,65428
30-05-2024,Finance,Salaries,66866
03-10-2024,Admin,Logistics,137708
12-02-2024,Finance,Logistics,132504
06-07-2024,Admin,Trade Promotion,55707
31-05-2024,Marketing,Logistics,32082
09-04-2024,Marketing,Office Expenses,68150
02-04-2024,Admin,Office Expenses,117333
04-06-2024,Supply Chain,Advertising,170808
17-11-2024,Sales,Advertising,179665
11-05-2024,Sales,Salaries,162932
27-07-2024,Admin,Logistics,67986
05-12-2024,Sales,Advertising,143413
06-05-2024,Marketing,Logistics,110461
08-11-2024,Supply Chain,Advertising,119152
11-12-2024,Admin,Salaries,126589
08-11-2024,Marketing,Office Expenses,35700
01-10-2024,Marketing,Trade Promotion,154569
31-01-2024,Admin,Trade Promotion,98297
06-07-2024,Admin,Trade Promotion,158849
04-08-2024,Finance,Trade Promotion,84312
06-06-2024,Marketing,Office Expenses,161195
24-06-2024,Sales,Advertising,154115
13-03-2024,Supply Chain,Salaries,156590
10-02-2024,Finance,Salaries,72416
08-06-2024,Marketing,Trade Promotion,101807
26-08-2024,Admin,Trade Promotion,12916
30-12-2024,Supply Chain,Trade Promotion,196702
17-02-2024,Supply Chain,Trade Promotion,55833
30-11-2024,Marketing,Logistics,169209
18-11-2024,Sales,Advertising,153994
30-11-2024,Supply Chain,Trade Promotion,189285
09-12-2024,Marketing,Advertising,24319
28-09-2024,Supply Chain,Salaries,14581
04-07-2024,Sales,Advertising,95801
26-07-2024,Finance,Logistics,46801
04-06-2024,Marketing,Salaries,86425
26-06-2024,Marketing,Trade Promotion,17067
24-09-2024,Finance,Trade Promotion,165933
01-06-2024,Admin,Salaries,11858
12-10-2024,Marketing,Trade Promotion,6281
23-11-2024,Admin,Trade Promotion,12896
06-07-2024,Marketing,Trade Promotion,96101
11-02-2024,Supply Chain,Salaries,116352
09-04-2024,Sales,Logistics,171208
15-08-2024,Supply Chain,Logistics,198420
03-09-2024,Marketing,Advertising,150504
31-10-2024,Admin,Logistics,57536
03-04-2024,Admin,Logistics,112791
16-07-2024,Finance,Trade Promotion,116162
17-10-2024,Finance,Advertising,71373
03-04-2024,Finance,Logistics,175483
14-01-2024,Sales,Advertising,139913
07-08-2024,Finance,Salaries,163690
09-02-2024,Admin,Logistics,55601
10-02-2024,Supply Chain,Trade Promotion,21502
12-05-2024,Marketing,Office Expenses,123315
03-10-2024,Finance,Trade Promotion,103226
09-09-2024,Sales,Office Expenses,106130
12-11-2024,Supply Chain,Office Expenses,86279
13-05-2024,Admin,Salaries,131782
27-06-2024,Sales,Logistics,168745
02-03-2024,Marketing,Office Expenses,60449
06-10-2024,Finance,Office Expenses,67012
21-02-2024,Marketing,Office Expenses,90789
28-09-2024,Marketing,Advertising,175451
24-10-2024,Admin,Logistics,20924
05-08-2024,Supply Chain,Office Expenses,81400
21-01-2024,Finance,Logistics,59786
29-02-2024,Admin,Advertising,167401
28-07-2024,Supply Chain,Trade Promotion,56800
28-05-2024,Supply Chain,Trade Promotion,19577
28-06-2024,Sales,Office Expenses,68654
13-05-2024,Admin,Advertising,102531
12-07-2024,Admin,Trade Promotion,149909
26-05-2024,Supply Chain,Salaries,17004
07-10-2024,Finance,Salaries,115785
16-03-2024,Sales,Salaries,121538
04-06-2024,Finance,Office Expenses,115706
06-03-2024,Marketing,Office Expenses,37891
27-11-2024,Supply Chain,Trade Promotion,17673
07-10-2024,Marketing,Office Expenses,1516
14-09-2024,Finance,Trade Promotion,102604
02-02-2024,Sales,Office Expenses,110725
07-09-2024,Supply Chain,Advertising,187519
20-05-2024,Supply Chain,Logistics,116666
03-11-2024,Sales,Salaries,101626
27-10-2024,Admin,Salaries,97787
01-11-2024,Finance,Advertising,65562
05-07-2024,Supply Chain,Office Expenses,116440
10-07-2024,Supply Chain,Trade Promotion,41735
04-09-2024,Marketing,Logistics,34115
26-04-2024,Marketing,Trade Promotion,68516
28-03-2024,Sales,Logistics,151268
30-07-2024,Sales,Trade Promotion,36583
11-09-2024,Admin,Logistics,156455
24-03-2024,Supply Chain,Advertising,150438
23-06-2024,Finance,Advertising,174586
19-05-2024,Admin,Advertising,195064
28-12-2024,Finance,Office Expenses,7359
16-04-2024,Finance,Logistics,3320
22-04-2024,Supply Chain,Trade Promotion,192485
01-05-2024,Sales,Office Expenses,135274
15-05-2024,Sales,Logistics,43641
09-04-2024,Sales,Office Expenses,102757
21-04-2024,Finance,Salaries,183541
25-08-2024,Admin,Office Expenses,39018
18-12-2024,Sales,Salaries,33280
31-01-2024,Supply Chain,Office Expenses,53075
11-04-2024,Marketing,Trade Promotion,191726
05-06-2024,Marketing,Salaries,195662
18-01-2024,Admin,Salaries,128768
20-01-2024,Marketing,Salaries,98393
08-09-2024,Marketing,Advertising,170872
29-12-2024,Marketing,Logistics,183987
12-03-2024,Marketing,Logistics,61278
13-04-2024,Marketing,Office Expenses,30275
24-04-2024,Sales,Logistics,186505
15-02-2024,Finance,Office Expenses,140440
10-04-2024,Supply Chain,Salaries,101722
28-03-2024,Supply Chain,Logistics,96514
09-11-2024,Supply Chain,Office Expenses,131906
18-11-2024,Marketing,Salaries,135331
23-12-2024,Admin,Advertising,81162
26-11-2024,Finance,Trade Promotion,25559
11-02-2024,Supply Chain,Logistics,10660
19-08-2024,Supply Chain,Salaries,36396
26-12-2024,Sales,Trade Promotion,22485
05-03-2024,Supply Chain,Trade Promotion,21176
25-08-2024,Finance,Office Expenses,110858
19-11-2024,Admin,Advertising,72790
19-01-2024,Sales,Office Expenses,165031
23-06-2024,Finance,Advertising,155563
27-05-2024,Supply Chain,Trade Promotion,122739
21-04-2024,Sales,Trade Promotion,131941
14-05-2024,Admin,Logistics,25732
29-02-2024,Finance,Trade Promotion,168838
30-10-2024,Admin,Office Expenses,105129
31-08-2024,Admin,Office Expenses,103938
18-06-2024,Marketing,Trade Promotion,86900
25-09-2024,Finance,Trade Promotion,191796
12-06-2024,Supply Chain,Advertising,136465
27-07-2024,Sales,Trade Promotion,114683
11-11-2024,Finance,Trade Promotion,88147
10-12-2024,Finance,Office Expenses,32234
26-09-2024,Sales,Office Expenses,124255
05-01-2024,Finance,Office Expenses,27037
06-09-2024,Finance,Logistics,193912
19-04-2024,Sales,Advertising,183799
19-09-2024,Finance,Advertising,159757
24-07-2024,Sales,Trade Promotion,11815
12-08-2024,Sales,Trade Promotion,134186
16-03-2024,Supply Chain,Salaries,187659
28-06-2024,Finance,Office Expenses,66543
02-07-2024,Supply Chain,Advertising,65806
06-01-2024,Supply Chain,Salaries,121028
16-11-2024,Supply Chain,Logistics,171690
05-12-2024,Marketing,Logistics,177160
11-12-2024,Admin,Office Expenses,194711
02-08-2024,Finance,Advertising,131477
27-11-2024,Supply Chain,Salaries,95624
13-01-2024,Marketing,Trade Promotion,31991
28-02-2024,Marketing,Office Expenses,172172
08-11-2024,Finance,Office Expenses,4173
03-12-2024,Finance,Office Expenses,53989
16-12-2024,Admin,Trade Promotion,59481
28-10-2024,Admin,Office Expenses,23449
23-04-2024,Marketing,Salaries,160492
04-11-2024,Sales,Trade Promotion,34088
15-07-2024,Supply Chain,Logistics,158995
15-06-2024,Finance,Logistics,55546
20-01-2024,Finance,Office Expenses,138820
07-04-2024,Admin,Trade Promotion,20375
26-06-2024,Supply Chain,Salaries,167208
21-05-2024,Finance,Advertising,115618
27-09-2024,Admin,Salaries,34055
12-10-2024,Sales,Trade Promotion,135538
13-08-2024,Supply Chain,Trade Promotion,146233
08-10-2024,Supply Chain,Salaries,158713
09-04-2024,Admin,Trade Promotion,8821
07-05-2024,Admin,Office Expenses,13121
17-04-2024,Marketing,Office Expenses,97392
04-12-2024,Finance,Office Expenses,1444
12-09-2024,Sales,Logistics,125662
27-12-2024,Admin,Trade Promotion,162921
14-07-2024,Marketing,Office Expenses,103940
15-04-2024,Finance,Trade Promotion,177272
24-02-2024,Supply Chain,Advertising,193988
18-11-2024,Supply Chain,Office Expenses,172032
26-10-2024,Marketing,Advertising,198502
05-07-2024,Sales,Advertising,155122
19-05-2024,Finance,Advertising,36295
12-06-2024,Marketing,Logistics,47944
12-04-2024,Supply Chain,Logistics,178199
11-09-2024,Admin,Salaries,4483
03-05-2024,Supply Chain,Logistics,138270
11-02-2024,Sales,Logistics,90638
10-06-2024,Supply Chain,Logistics,57893
23-12-2024,Sales,Advertising,198438
13-10-2024,Supply Chain,Advertising,198304
20-11-2024,Supply Chain,Advertising,53277
20-10-2024,Sales,Advertising,42237
15-03-2024,Sales,Trade Promotion,195992
04-04-2024,Sales,Salaries,18226
29-03-2024,Supply Chain,Advertising,199399
25-03-2024,Sales,Salaries,182570
13-11-2024,Finance,Logistics,69299
26-12-2024,Admin,Salaries,8883
08-05-2024,Marketing,Logistics,180231
27-06-2024,Supply Chain,Advertising,37848
22-04-2024,Sales,Logistics,69521
19-10-2024,Sales,Advertising,47404
01-09-2024,Finance,Advertising,16468
02-11-2024,Supply Chain,Salaries,147313
22-02-2024,Marketing,Office Expenses,76047
01-01-2024,Supply Chain,Advertising,165789
14-09-2024,Admin,Office Expenses,42991
09-05-2024,Supply Chain,Advertising,22016
27-02-2024,Marketing,Advertising,164367
17-01-2024,Admin,Salaries,37453
01-08-2024,Admin,Trade Promotion,144528
26-07-2024,Marketing,Advertising,118022
23-07-2024,Finance,Trade Promotion,113738
07-01-2024,Sales,Logistics,23963
