Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV123628,Singh Enterprises,26-10-2024,25-11-2024,27966,Paid
INV123629,Sharma Distributors,22-11-2024,06-01-2025,49845,Unpaid
INV123630,Verma Traders,18-01-2024,02-02-2024,37234,Unpaid
INV123631,Agarwal Stores,23-03-2024,07-05-2024,31027,Paid
INV123632,Agarwal Stores,30-11-2024,29-01-2025,49251,Unpaid
INV123633,Gupta Retailers,18-08-2024,02-09-2024,27218,Paid
INV123634,Singh Enterprises,07-12-2024,21-01-2025,22985,Paid
INV123635,Sharma Distributors,09-09-2024,24-09-2024,22189,Paid
INV123636,Gupta Retailers,15-06-2024,30-06-2024,2596,Unpaid
INV123637,Singh Enterprises,11-02-2024,11-04-2024,28356,Unpaid
INV123638,Sharma Distributors,05-09-2024,20-10-2024,10965,Unpaid
INV123639,Verma Traders,04-09-2024,03-11-2024,20734,Paid
INV123640,Singh Enterprises,12-10-2024,11-12-2024,18297,Paid
INV123641,Sharma Distributors,20-01-2024,04-02-2024,5550,Paid
INV123642,Agarwal Stores,17-12-2024,15-02-2025,6566,Unpaid
INV123643,Singh Enterprises,11-02-2024,27-03-2024,46756,Unpaid
INV123644,Sharma Distributors,10-12-2024,09-01-2025,12900,Paid
INV123645,Agarwal Stores,27-03-2024,11-04-2024,26858,Unpaid
INV123646,Agarwal Stores,17-09-2024,01-11-2024,41580,Unpaid
INV123647,Gupta Retailers,01-11-2024,16-11-2024,30114,Unpaid
INV123648,Sharma Distributors,23-10-2024,22-11-2024,4384,Paid
INV123649,Gupta Retailers,15-12-2024,30-12-2024,7716,Paid
INV123650,Gupta Retailers,27-08-2024,11-10-2024,44699,Paid
INV123651,Verma Traders,15-06-2024,14-08-2024,19707,Partially Paid
INV123652,Gupta Retailers,08-11-2024,23-12-2024,13281,Paid
INV123653,Gupta Retailers,06-08-2024,05-09-2024,16653,Paid
INV123654,Verma Traders,12-05-2024,26-06-2024,1255,Paid
INV123655,Verma Traders,25-07-2024,23-09-2024,1919,Unpaid
INV123656,Singh Enterprises,20-02-2024,21-03-2024,9300,Paid
INV123657,Gupta Retailers,15-04-2024,15-05-2024,26592,Partially Paid
INV123658,Agarwal Stores,02-07-2024,16-08-2024,34666,Partially Paid
INV123659,Verma Traders,19-07-2024,18-08-2024,46403,Partially Paid
INV123660,Sharma Distributors,11-01-2024,25-02-2024,12876,Paid
INV123661,Singh Enterprises,10-09-2024,25-09-2024,45931,Paid
INV123662,Singh Enterprises,29-05-2024,28-06-2024,6166,Unpaid
INV123663,Gupta Retailers,19-12-2024,02-02-2025,13136,Partially Paid
INV123664,Agarwal Stores,20-12-2024,04-01-2025,25309,Unpaid
INV123665,Verma Traders,05-04-2024,04-06-2024,19791,Paid
INV123666,Sharma Distributors,15-04-2024,15-05-2024,36483,Unpaid
INV123667,Gupta Retailers,22-05-2024,21-07-2024,6214,Paid
INV123668,Agarwal Stores,14-06-2024,29-07-2024,17563,Partially Paid
INV123669,Gupta Retailers,01-01-2024,31-01-2024,39161,Unpaid
INV123670,Gupta Retailers,15-02-2024,16-03-2024,8270,Paid
INV123671,Singh Enterprises,29-08-2024,28-09-2024,25045,Paid
INV123672,Sharma Distributors,09-12-2024,24-12-2024,30852,Paid
INV123673,Sharma Distributors,04-10-2024,03-12-2024,21779,Unpaid
INV123674,Sharma Distributors,03-01-2024,18-01-2024,41867,Unpaid
INV123675,Sharma Distributors,21-05-2024,05-06-2024,44502,Unpaid
INV123676,Verma Traders,01-03-2024,30-04-2024,19606,Unpaid
INV123677,Verma Traders,20-10-2024,19-12-2024,16979,Paid
INV123678,Sharma Distributors,12-08-2024,26-09-2024,36904,Partially Paid
INV123679,Agarwal Stores,28-10-2024,12-12-2024,35183,Paid
INV123680,Verma Traders,18-06-2024,03-07-2024,8578,Partially Paid
INV123681,Verma Traders,13-05-2024,28-05-2024,4504,Unpaid
INV123682,Agarwal Stores,10-02-2024,26-03-2024,34888,Unpaid
INV123683,Sharma Distributors,18-08-2024,17-10-2024,4545,Partially Paid
INV123684,Gupta Retailers,13-08-2024,12-09-2024,41866,Paid
INV123685,Verma Traders,18-05-2024,17-07-2024,42490,Paid
INV123686,Gupta Retailers,19-04-2024,04-05-2024,26360,Partially Paid
INV123687,Gupta Retailers,23-10-2024,07-12-2024,33094,Paid
INV123688,Agarwal Stores,26-02-2024,11-04-2024,35934,Unpaid
INV123689,Sharma Distributors,02-05-2024,01-06-2024,21690,Partially Paid
INV123690,Gupta Retailers,27-08-2024,11-09-2024,26043,Unpaid
INV123691,Sharma Distributors,26-03-2024,25-04-2024,16439,Paid
INV123692,Singh Enterprises,24-06-2024,09-07-2024,43375,Unpaid
INV123693,Sharma Distributors,03-03-2024,17-04-2024,45400,Paid
INV123694,Agarwal Stores,08-02-2024,24-03-2024,16765,Paid
INV123695,Agarwal Stores,17-05-2024,16-06-2024,15653,Paid
INV123696,Singh Enterprises,28-08-2024,12-10-2024,10223,Unpaid
INV123697,Agarwal Stores,13-08-2024,27-09-2024,38244,Paid
INV123698,Sharma Distributors,24-07-2024,22-09-2024,26351,Paid
INV123699,Sharma Distributors,12-06-2024,12-07-2024,11137,Unpaid
INV123700,Sharma Distributors,27-01-2024,12-03-2024,35289,Paid
INV123701,Agarwal Stores,01-07-2024,16-07-2024,20579,Unpaid
INV123702,Sharma Distributors,16-07-2024,31-07-2024,26973,Paid
INV123703,Verma Traders,02-12-2024,17-12-2024,17769,Paid
INV123704,Singh Enterprises,16-04-2024,31-05-2024,7738,Unpaid
INV123705,Verma Traders,07-07-2024,22-07-2024,21384,Unpaid
INV123706,Sharma Distributors,05-02-2024,20-02-2024,41172,Unpaid
INV123707,Agarwal Stores,25-03-2024,09-04-2024,3966,Paid
INV123708,Singh Enterprises,03-06-2024,18-07-2024,17303,Paid
INV123709,Verma Traders,17-06-2024,16-08-2024,16446,Paid
INV123710,Sharma Distributors,10-10-2024,09-12-2024,44565,Partially Paid
INV123711,Agarwal Stores,28-09-2024,27-11-2024,43985,Paid
INV123712,Sharma Distributors,04-02-2024,20-03-2024,44220,Unpaid
INV123713,Verma Traders,02-07-2024,16-08-2024,36154,Unpaid
INV123714,Verma Traders,08-04-2024,23-04-2024,20897,Unpaid
INV123715,Singh Enterprises,24-08-2024,08-09-2024,29103,Paid
INV123716,Agarwal Stores,01-05-2024,15-06-2024,18821,Paid
INV123717,Gupta Retailers,23-01-2024,23-03-2024,9808,Paid
INV123718,Sharma Distributors,03-03-2024,02-04-2024,39752,Paid
INV123719,Agarwal Stores,21-11-2024,05-01-2025,43393,Paid
INV123720,Gupta Retailers,29-05-2024,28-06-2024,45315,Unpaid
INV123721,Agarwal Stores,13-07-2024,27-08-2024,22157,Unpaid
INV123722,Sharma Distributors,20-03-2024,04-04-2024,27240,Paid
INV123723,Sharma Distributors,10-11-2024,09-01-2025,9710,Partially Paid
INV123724,Singh Enterprises,01-06-2024,31-07-2024,12070,Paid
INV123725,Verma Traders,17-01-2024,17-03-2024,4947,Paid
INV123726,Verma Traders,08-02-2024,23-02-2024,11597,Paid
INV123727,Verma Traders,28-11-2024,27-01-2025,29231,Paid
INV123728,Singh Enterprises,13-12-2024,28-12-2024,41112,Unpaid
INV123729,Verma Traders,20-07-2024,03-09-2024,23934,Unpaid
INV123730,Agarwal Stores,06-10-2024,20-11-2024,39104,Paid
INV123731,Verma Traders,28-03-2024,12-05-2024,18325,Paid
INV123732,Verma Traders,26-10-2024,25-12-2024,39252,Paid
INV123733,Sharma Distributors,18-10-2024,02-12-2024,37677,Unpaid
INV123734,Singh Enterprises,20-12-2024,18-02-2025,14007,Partially Paid
INV123735,Singh Enterprises,10-03-2024,24-04-2024,6185,Paid
INV123736,Verma Traders,03-05-2024,18-05-2024,7099,Paid
INV123737,Gupta Retailers,20-03-2024,19-05-2024,12901,Partially Paid
INV123738,Sharma Distributors,14-02-2024,14-04-2024,17327,Paid
INV123739,Verma Traders,20-08-2024,04-10-2024,2302,Paid
INV123740,Gupta Retailers,02-06-2024,02-07-2024,35509,Unpaid
INV123741,Agarwal Stores,28-06-2024,13-07-2024,33740,Partially Paid
INV123742,Sharma Distributors,31-01-2024,15-02-2024,35879,Unpaid
INV123743,Singh Enterprises,25-03-2024,09-04-2024,41346,Unpaid
INV123744,Gupta Retailers,14-02-2024,29-02-2024,26687,Partially Paid
INV123745,Verma Traders,18-11-2024,18-12-2024,17748,Paid
INV123746,Gupta Retailers,27-11-2024,26-01-2025,3987,Unpaid
INV123747,Singh Enterprises,30-08-2024,29-09-2024,17977,Unpaid
INV123748,Agarwal Stores,09-02-2024,24-02-2024,10846,Unpaid
INV123749,Gupta Retailers,30-06-2024,29-08-2024,23284,Paid
INV123750,Verma Traders,23-10-2024,07-11-2024,7129,Unpaid
INV123751,Gupta Retailers,21-03-2024,05-05-2024,45147,Unpaid
INV123752,Agarwal Stores,07-02-2024,08-03-2024,4103,Paid
INV123753,Gupta Retailers,21-12-2024,19-02-2025,13925,Paid
INV123754,Agarwal Stores,26-02-2024,11-04-2024,24600,Paid
INV123755,Agarwal Stores,17-11-2024,16-01-2025,859,Unpaid
INV123756,Sharma Distributors,30-01-2024,15-03-2024,23029,Unpaid
INV123757,Sharma Distributors,22-09-2024,06-11-2024,47169,Paid
INV123758,Verma Traders,14-08-2024,13-10-2024,41157,Paid
INV123759,Verma Traders,12-11-2024,27-11-2024,40580,Paid
INV123760,Verma Traders,18-10-2024,17-12-2024,3163,Partially Paid
INV123761,Agarwal Stores,23-02-2024,23-04-2024,33117,Paid
INV123762,Agarwal Stores,06-04-2024,06-05-2024,34066,Unpaid
INV123763,Sharma Distributors,04-01-2024,04-03-2024,44294,Paid
INV123764,Agarwal Stores,05-11-2024,05-12-2024,14128,Unpaid
INV123765,Sharma Distributors,31-03-2024,15-04-2024,48019,Paid
INV123766,Gupta Retailers,29-03-2024,28-04-2024,5956,Paid
INV123767,Verma Traders,15-11-2024,14-01-2025,13131,Paid
INV123768,Verma Traders,01-04-2024,01-05-2024,34779,Paid
INV123769,Singh Enterprises,29-05-2024,13-07-2024,40055,Unpaid
INV123770,Sharma Distributors,21-08-2024,05-10-2024,37688,Unpaid
INV123771,Singh Enterprises,02-12-2024,16-01-2025,23912,Paid
INV123772,Verma Traders,28-02-2024,13-04-2024,19442,Unpaid
INV123773,Singh Enterprises,03-07-2024,18-07-2024,22638,Paid
INV123774,Gupta Retailers,13-02-2024,28-02-2024,12263,Paid
INV123775,Singh Enterprises,28-06-2024,28-07-2024,11804,Paid
INV123776,Gupta Retailers,16-03-2024,15-04-2024,37748,Paid
INV123777,Verma Traders,23-05-2024,22-06-2024,6045,Paid
INV123778,Agarwal Stores,10-04-2024,25-04-2024,49334,Partially Paid
INV123779,Sharma Distributors,28-09-2024,13-10-2024,13322,Paid
INV123780,Singh Enterprises,24-02-2024,25-03-2024,16128,Paid
INV123781,Gupta Retailers,07-07-2024,06-08-2024,12489,Unpaid
INV123782,Verma Traders,16-12-2024,15-01-2025,26834,Unpaid
INV123783,Verma Traders,30-11-2024,14-01-2025,44945,Paid
INV123784,Agarwal Stores,17-03-2024,16-04-2024,31167,Paid
INV123785,Verma Traders,22-10-2024,06-11-2024,40521,Unpaid
INV123786,Verma Traders,06-08-2024,05-09-2024,20994,Paid
INV123787,Agarwal Stores,03-10-2024,18-10-2024,28591,Partially Paid
INV123788,Verma Traders,06-03-2024,05-05-2024,29810,Unpaid
INV123789,Gupta Retailers,15-05-2024,29-06-2024,1548,Paid
INV123790,Singh Enterprises,21-08-2024,20-09-2024,25005,Paid
INV123791,Singh Enterprises,17-07-2024,16-08-2024,18421,Paid
INV123792,Gupta Retailers,22-09-2024,07-10-2024,1588,Unpaid
INV123793,Singh Enterprises,12-02-2024,13-03-2024,12615,Paid
INV123794,Verma Traders,26-12-2024,24-02-2025,41631,Paid
INV123795,Singh Enterprises,15-08-2024,30-08-2024,37517,Unpaid
INV123796,Singh Enterprises,14-08-2024,13-09-2024,43899,Paid
INV123797,Verma Traders,03-03-2024,02-04-2024,37446,Partially Paid
INV123798,Singh Enterprises,19-06-2024,03-08-2024,42642,Paid
INV123799,Verma Traders,06-09-2024,06-10-2024,28765,Paid
INV123800,Agarwal Stores,03-12-2024,01-02-2025,27061,Paid
INV123801,Agarwal Stores,06-09-2024,06-10-2024,47056,Unpaid
INV123802,Singh Enterprises,02-11-2024,17-12-2024,2941,Unpaid
INV123803,Agarwal Stores,25-08-2024,24-10-2024,9955,Paid
INV123804,Singh Enterprises,25-02-2024,10-04-2024,545,Unpaid
INV123805,Agarwal Stores,19-06-2024,18-08-2024,31917,Partially Paid
INV123806,Singh Enterprises,03-02-2024,18-02-2024,18120,Paid
INV123807,Sharma Distributors,10-11-2024,09-01-2025,1958,Paid
INV123808,Gupta Retailers,09-05-2024,24-05-2024,29507,Paid
INV123809,Agarwal Stores,09-05-2024,24-05-2024,43590,Partially Paid
INV123810,Verma Traders,30-05-2024,14-07-2024,15021,Paid
INV123811,Gupta Retailers,22-05-2024,21-07-2024,29233,Paid
INV123812,Singh Enterprises,27-04-2024,12-05-2024,7665,Paid
INV123813,Gupta Retailers,22-07-2024,21-08-2024,27515,Paid
INV123814,Verma Traders,22-08-2024,06-09-2024,37260,Paid
INV123815,Verma Traders,17-01-2024,17-03-2024,26921,Paid
INV123816,Singh Enterprises,22-03-2024,21-05-2024,13856,Paid
INV123817,Agarwal Stores,14-01-2024,14-03-2024,49184,Paid
INV123818,Agarwal Stores,21-03-2024,20-05-2024,38512,Paid
INV123819,Sharma Distributors,25-07-2024,23-09-2024,20911,Paid
INV123820,Verma Traders,22-07-2024,05-09-2024,33203,Unpaid
INV123821,Sharma Distributors,28-09-2024,12-11-2024,30750,Partially Paid
INV123822,Verma Traders,01-02-2024,16-02-2024,2672,Paid
INV123823,Sharma Distributors,23-01-2024,22-02-2024,7347,Unpaid
INV123824,Agarwal Stores,11-04-2024,10-06-2024,29655,Unpaid
INV123825,Verma Traders,10-06-2024,25-06-2024,47829,Unpaid
INV123826,Agarwal Stores,07-04-2024,22-04-2024,33443,Paid
INV123827,Gupta Retailers,23-05-2024,22-06-2024,25150,Paid
INV123828,Agarwal Stores,13-04-2024,28-05-2024,36068,Paid
INV123829,Verma Traders,19-11-2024,04-12-2024,16533,Paid
INV123830,Gupta Retailers,19-06-2024,18-08-2024,35367,Unpaid
INV123831,Sharma Distributors,04-03-2024,03-05-2024,13892,Unpaid
INV123832,Singh Enterprises,31-08-2024,30-09-2024,15355,Paid
INV123833,Verma Traders,11-03-2024,25-04-2024,39729,Paid
INV123834,Singh Enterprises,30-09-2024,30-10-2024,44340,Paid
INV123835,Singh Enterprises,04-05-2024,18-06-2024,23681,Unpaid
INV123836,Gupta Retailers,12-11-2024,12-12-2024,40504,Paid
INV123837,Sharma Distributors,26-11-2024,10-01-2025,4942,Partially Paid
INV123838,Agarwal Stores,16-04-2024,16-05-2024,26019,Paid
INV123839,Gupta Retailers,27-05-2024,26-06-2024,11850,Paid
INV123840,Sharma Distributors,10-07-2024,09-08-2024,49641,Unpaid
INV123841,Agarwal Stores,02-12-2024,01-01-2025,22655,Unpaid
INV123842,Agarwal Stores,13-08-2024,28-08-2024,5427,Unpaid
INV123843,Sharma Distributors,29-08-2024,13-10-2024,8679,Partially Paid
INV123844,Agarwal Stores,27-12-2024,11-01-2025,13935,Paid
INV123845,Verma Traders,10-10-2024,25-10-2024,20091,Paid
INV123846,Verma Traders,11-06-2024,26-07-2024,11632,Paid
INV123847,Gupta Retailers,08-01-2024,22-02-2024,18395,Unpaid
INV123848,Agarwal Stores,12-12-2024,11-01-2025,18229,Paid
INV123849,Agarwal Stores,31-05-2024,15-06-2024,37056,Unpaid
INV123850,Sharma Distributors,17-11-2024,01-01-2025,2244,Paid
INV123851,Verma Traders,04-04-2024,04-05-2024,24130,Unpaid
INV123852,Singh Enterprises,01-08-2024,15-09-2024,25983,Paid
INV123853,Gupta Retailers,04-03-2024,03-04-2024,29142,Paid
INV123854,Verma Traders,05-03-2024,20-03-2024,13917,Paid
INV123855,Sharma Distributors,26-09-2024,26-10-2024,11363,Paid
INV123856,Gupta Retailers,25-01-2024,10-03-2024,7270,Paid
INV123857,Singh Enterprises,09-04-2024,09-05-2024,15414,Unpaid
INV123858,Gupta Retailers,14-04-2024,13-06-2024,34677,Partially Paid
INV123859,Verma Traders,10-05-2024,09-07-2024,46210,Unpaid
INV123860,Singh Enterprises,16-11-2024,16-12-2024,6778,Paid
INV123861,Sharma Distributors,19-01-2024,19-03-2024,47791,Paid
INV123862,Gupta Retailers,12-08-2024,26-09-2024,4859,Unpaid
INV123863,Verma Traders,15-04-2024,14-06-2024,23117,Unpaid
INV123864,Sharma Distributors,23-02-2024,08-04-2024,5243,Unpaid
INV123865,Singh Enterprises,13-08-2024,12-10-2024,5393,Paid
INV123866,Gupta Retailers,25-12-2024,24-01-2025,32352,Partially Paid
INV123867,Agarwal Stores,15-01-2024,29-02-2024,46407,Unpaid
INV123868,Verma Traders,17-02-2024,17-04-2024,27177,Partially Paid
INV123869,Verma Traders,18-05-2024,17-07-2024,9385,Paid
INV123870,Agarwal Stores,03-02-2024,19-03-2024,28882,Paid
INV123871,Sharma Distributors,20-12-2024,03-02-2025,31475,Paid
INV123872,Verma Traders,28-07-2024,27-08-2024,13167,Unpaid
INV123873,Sharma Distributors,19-01-2024,18-02-2024,15528,Unpaid
INV123874,Singh Enterprises,14-07-2024,29-07-2024,1233,Paid
INV123875,Agarwal Stores,21-11-2024,06-12-2024,23058,Unpaid
INV123876,Sharma Distributors,24-04-2024,09-05-2024,14224,Unpaid
INV123877,Singh Enterprises,17-12-2024,01-01-2025,22097,Partially Paid
INV123878,Gupta Retailers,15-03-2024,29-04-2024,34028,Unpaid
INV123879,Verma Traders,29-05-2024,28-07-2024,13290,Unpaid
INV123880,Agarwal Stores,05-02-2024,06-03-2024,43121,Unpaid
INV123881,Gupta Retailers,29-08-2024,28-09-2024,45651,Paid
INV123882,Gupta Retailers,30-05-2024,29-07-2024,21887,Paid
INV123883,Gupta Retailers,03-03-2024,02-04-2024,26104,Paid
INV123884,Sharma Distributors,02-06-2024,02-07-2024,46773,Paid
INV123885,Verma Traders,06-07-2024,04-09-2024,1390,Paid
INV123886,Agarwal Stores,10-08-2024,25-08-2024,6841,Paid
INV123887,Verma Traders,02-04-2024,17-04-2024,35934,Unpaid
INV123888,Verma Traders,05-01-2024,04-02-2024,41054,Paid
INV123889,Verma Traders,14-06-2024,13-08-2024,2966,Paid
INV123890,Singh Enterprises,25-01-2024,25-03-2024,28733,Unpaid
INV123891,Singh Enterprises,07-04-2024,06-06-2024,16195,Paid
INV123892,Singh Enterprises,24-09-2024,24-10-2024,45603,Paid
INV123893,Singh Enterprises,29-05-2024,13-07-2024,41947,Unpaid
INV123894,Verma Traders,08-09-2024,23-09-2024,26755,Paid
INV123895,Verma Traders,24-03-2024,23-05-2024,46627,Paid
INV123896,Agarwal Stores,11-10-2024,25-11-2024,15770,Unpaid
INV123897,Agarwal Stores,20-06-2024,20-07-2024,14192,Paid
INV123898,Agarwal Stores,08-08-2024,07-09-2024,7171,Partially Paid
INV123899,Agarwal Stores,18-04-2024,17-06-2024,2933,Paid
INV123900,Agarwal Stores,27-01-2024,11-02-2024,23790,Unpaid
INV123901,Singh Enterprises,02-09-2024,01-11-2024,10185,Paid
INV123902,Verma Traders,24-02-2024,09-04-2024,36533,Paid
INV123903,Agarwal Stores,12-05-2024,26-06-2024,10980,Unpaid
INV123904,Sharma Distributors,21-02-2024,22-03-2024,20122,Unpaid
INV123905,Agarwal Stores,09-09-2024,24-09-2024,2591,Unpaid
INV123906,Agarwal Stores,25-09-2024,24-11-2024,25244,Paid
INV123907,Verma Traders,24-10-2024,23-12-2024,46444,Paid
INV123908,Singh Enterprises,19-03-2024,03-05-2024,34865,Paid
INV123909,Gupta Retailers,18-01-2024,03-03-2024,6718,Unpaid
INV123910,Verma Traders,01-11-2024,16-12-2024,34061,Unpaid
INV123911,Singh Enterprises,14-09-2024,14-10-2024,36390,Paid
INV123912,Sharma Distributors,08-12-2024,07-01-2025,16466,Partially Paid
INV123913,Gupta Retailers,16-04-2024,16-05-2024,11135,Unpaid
INV123914,Singh Enterprises,16-02-2024,16-04-2024,46313,Paid
INV123915,Singh Enterprises,02-09-2024,17-09-2024,29901,Paid
INV123916,Verma Traders,29-03-2024,28-04-2024,8610,Unpaid
INV123917,Singh Enterprises,21-07-2024,19-09-2024,47908,Paid
INV123918,Agarwal Stores,27-08-2024,26-10-2024,20286,Partially Paid
INV123919,Singh Enterprises,24-09-2024,24-10-2024,21348,Unpaid
INV123920,Gupta Retailers,13-01-2024,27-02-2024,14537,Paid
INV123921,Singh Enterprises,16-05-2024,15-06-2024,43983,Paid
INV123922,Sharma Distributors,10-11-2024,25-11-2024,34120,Unpaid
INV123923,Agarwal Stores,21-06-2024,21-07-2024,7593,Paid
INV123924,Gupta Retailers,17-08-2024,16-09-2024,15677,Paid
INV123925,Gupta Retailers,16-07-2024,15-08-2024,24345,Partially Paid
INV123926,Verma Traders,30-08-2024,29-10-2024,37900,Unpaid
INV123927,Verma Traders,12-02-2024,13-03-2024,17430,Unpaid
INV123928,Agarwal Stores,25-11-2024,09-01-2025,22588,Paid
INV123929,Gupta Retailers,05-10-2024,20-10-2024,26265,Paid
INV123930,Sharma Distributors,19-03-2024,18-04-2024,2993,Partially Paid
INV123931,Singh Enterprises,05-10-2024,04-11-2024,33680,Unpaid
INV123932,Singh Enterprises,19-08-2024,18-10-2024,36029,Paid
INV123933,Singh Enterprises,10-04-2024,10-05-2024,12564,Paid
INV123934,Verma Traders,10-06-2024,09-08-2024,15994,Paid
INV123935,Gupta Retailers,23-05-2024,07-07-2024,41028,Paid
INV123936,Gupta Retailers,18-04-2024,17-06-2024,36797,Partially Paid
INV123937,Sharma Distributors,20-08-2024,04-10-2024,14004,Unpaid
INV123938,Verma Traders,20-04-2024,04-06-2024,7005,Paid
INV123939,Sharma Distributors,19-08-2024,03-10-2024,5050,Paid
INV123940,Gupta Retailers,25-08-2024,09-10-2024,10492,Paid
INV123941,Singh Enterprises,15-07-2024,30-07-2024,40979,Unpaid
INV123942,Verma Traders,29-09-2024,29-10-2024,19215,Unpaid
INV123943,Verma Traders,26-03-2024,25-04-2024,47823,Paid
INV123944,Verma Traders,21-10-2024,20-11-2024,20017,Paid
INV123945,Singh Enterprises,10-02-2024,26-03-2024,36341,Paid
INV123946,Verma Traders,17-02-2024,03-03-2024,46191,Paid
INV123947,Agarwal Stores,17-03-2024,16-04-2024,12663,Paid
INV123948,Verma Traders,26-06-2024,26-07-2024,15088,Paid
INV123949,Singh Enterprises,13-09-2024,28-09-2024,48196,Paid
INV123950,Verma Traders,26-04-2024,26-05-2024,20095,Paid
INV123951,Agarwal Stores,19-01-2024,04-03-2024,14450,Unpaid
INV123952,Agarwal Stores,28-02-2024,14-03-2024,9606,Unpaid
INV123953,Verma Traders,14-07-2024,28-08-2024,36206,Paid
INV123954,Gupta Retailers,16-04-2024,01-05-2024,11984,Paid
INV123955,Gupta Retailers,10-10-2024,09-12-2024,33423,Partially Paid
INV123956,Sharma Distributors,03-02-2024,19-03-2024,41080,Partially Paid
INV123957,Agarwal Stores,21-10-2024,05-11-2024,24222,Paid
INV123958,Gupta Retailers,07-09-2024,22-10-2024,21348,Unpaid
INV123959,Sharma Distributors,05-05-2024,04-07-2024,25087,Paid
